depth,mean_yrsBP,sd_age
2071.2,3644.52,465.59
2072.1,3650.53,466
2072.9,3656.95,466
2073.8,3663.56,466.39
2074.6,3670.51,467.46
2075.4,3677.2,468
2076.3,3683.62,468
2077.1,3690.04,468.34
2077.9,3696.46,468.87
2078.8,3703.28,469.41
2079.6,3710.23,469.94
2080.4,3716.71,470.48
2081.3,3723.14,471.01
2082.1,3730.09,471.55
2082.9,3736.88,472
2083.8,3742.77,472
2084.6,3748.8,472.15
2085.5,3755.22,472.68
2086.3,3761.42,473.22
2087.1,3767.3,473.75
2088,3773.47,474
2088.8,3779.89,474
2089.6,3786.31,474.36
2090.5,3792.73,474.89
2091.3,3798.72,475.43
2092.1,3804.6,475.96
2093,3811.48,476
2093.8,3818.43,476.03
2094.6,3825.39,476.57
2095.5,3832.24,477
2096.3,3838.65,477
2097.1,3845.07,477.17
2098,3851.49,477.71
2098.8,3857.67,478.24
2099.7,3863.55,478.78
2100.5,3869.75,479
2101.3,3876.16,479
2102.2,3882.58,479.38
2103,3889,479.92
2103.8,3895.42,480
2104.7,3901.84,480
2105.5,3907.73,480.52
2106.3,3913.73,481
2107.2,3920.68,481
2108,3927.38,481.13
2108.9,3933.27,481.66
2109.7,3939.34,482
2110.5,3945.76,482
2111.4,3952.45,482
2112.2,3959.4,482
2113,3966.35,482.33
2113.9,3973.31,482.87
2114.7,3979.85,483
2115.5,3986.27,483
2116.4,3993.64,483
2117.2,4001.11,483.01
2118,4007.53,483.54
2118.9,4013.94,484
2119.7,4020.36,484
2120.5,4026.78,484
2121.4,4033.2,484
2122.2,4039.18,484
2123.1,4044.53,484
2123.9,4050.17,484.29
2124.7,4056.05,484.82
2125.6,4062.29,485
2126.4,4068.71,485
2127.2,4075.13,485
2128.1,4081.54,485
2128.9,4088.46,485
2129.7,4095.38,485.03
2130.6,4101.8,485.57
2131.4,4108.12,485.9
2132.2,4114,485.36
2133.1,4119.88,485.17
2133.9,4125.76,485.71
2134.8,4132.13,486
2135.6,4139.08,486
2136.4,4145.73,486
2137.3,4152.14,486
2138.1,4158.56,486
2138.9,4164.98,486
2139.8,4170.95,486
2140.6,4176.83,486
2141.4,4183.23,486
2142.3,4189.65,486
2143.1,4196.07,486
2143.9,4202.49,486
2144.8,4208.91,486
2145.6,4215.32,486
2146.5,4221.74,486
2147.3,4228.42,486
2148.1,4235.38,486
2149,4242,486
2149.8,4248.42,486
2150.6,4254.03,486
2151.5,4259.38,486
2152.3,4265.67,486
2153.1,4272.08,486
2154,4277.96,486
2154.8,4284,486
2155.6,4290.95,486
2156.5,4297.91,486
2157.3,4304.86,486
2158.2,4311.6,486
2159,4318.02,486
2159.8,4324.43,486
2160.7,4330.85,486
2161.5,4337.63,486
2162.3,4344.58,486
2163.2,4351.11,485.57
2164,4357.52,485.04
2164.8,4363.94,485
2165.7,4370.36,485
2166.5,4376.78,485
2167.4,4383.3,485
2168.2,4390.25,485
2169,4397.03,484.83
2169.9,4403.45,484.3
2170.7,4409.87,484
2171.5,4416.29,484
2172.4,4422.71,484
2173.2,4429.12,484
2174,4435.16,484
2174.9,4441.05,484
2175.7,4446.93,483.55
2176.5,4452.81,483.02
2177.4,4459.73,483
2178.2,4466.63,482.95
2179.1,4473.05,482.41
2179.9,4479.35,482
2180.7,4485.23,482
2181.6,4491.3,481.81
2182.4,4497.72,481.27
2183.2,4504.14,481
2184.1,4510.56,481
2184.9,4516.98,481
2185.7,4523.4,481
2186.6,4529.81,480.6
2187.4,4536.23,480.06
2188.2,4542.65,480
2189.1,4549.07,479.99
2189.9,4555.49,479.46
2190.7,4561.83,478.92
2191.6,4567.71,478.39
2192.4,4573.74,478
2193.3,4580.16,478
2194.1,4586.58,477.79
2194.9,4593,477.25
2195.8,4599.41,477
2196.6,4605.83,477
2197.4,4612.6,476.65
2198.3,4619.56,476.11
2199.1,4626.51,476
2199.9,4633.46,476
2200.8,4639.92,475.51
2201.6,4646.34,474.97
2202.4,4652.76,474.44
2203.3,4659.18,474
2204.1,4665.59,474
2205,4672.01,473.83
2205.8,4678.43,473.3
2206.6,4684.85,472.76
2207.5,4691.27,472.23
2208.3,4697.69,472
2209.1,4704.1,472
2210,4710.52,471.62
2210.8,4716.94,471.09
2211.6,4723.36,470.55
2212.5,4729.78,470.02
2213.3,4736.19,469.48
2214.1,4742.56,469
2215,4748.44,469
2215.8,4754.57,468.88
2216.7,4761.52,468.34
2217.5,4768.09,467.81
2218.3,4773.98,467.27
2219.2,4780.38,466.74
2220,4787.33,466.21
2220.8,4793.96,465.67
2221.7,4800.38,465.14
2222.5,4806.79,464.6
2223.3,4813.21,464.07
2224.2,4819.63,464
2225,4826.04,464
2225.8,4831.93,463.46
2226.7,4837.81,462.93
2227.5,4843.69,462.39
2228.4,4849.72,461.71
2229.2,4856.14,460.64
2230,4862.98,459.79
2230.9,4870.47,459.25
2231.7,4877.11,458.72
2232.5,4882.99,458.18
2233.4,4889.58,457.65
2234.2,4896.53,457.11
2235,4903.07,456.58
2235.9,4909.48,456.04
2236.7,4915.9,455.51
2237.5,4922.32,454.97
2238.4,4928.74,454.44
2239.2,4935.16,453.81
2240.1,4941.57,452.74
2240.9,4948.32,451.83
2241.7,4955.81,451.3
2242.6,4963.06,450.76
2243.4,4970.02,450.23
2244.2,4976.36,449.39
2245.1,4982.24,448.32
2245.9,4988.5,447.62
2246.7,4994.92,447.09
2247.6,5001.34,446.56
2248.4,5007.76,446.02
2249.2,5013.15,445.49
2250.1,5018.64,444.9
2250.9,5025.59,443.83
2251.8,5032.55,442.88
2252.6,5039.5,442.35
2253.4,5046.08,441.81
2254.3,5051.96,441.28
2255.1,5058.36,440.48
2255.9,5065.31,439.41
2256.8,5072.27,438.67
2257.6,5079.22,438.14
2258.4,5085.38,437.2
2259.3,5091.26,436.13
2260.1,5097.61,435.53
2260.9,5104.03,435
2261.8,5109.91,434.46
2262.6,5115.79,433.86
2263.5,5121.68,432.79
2264.3,5127.7,431.72
2265.1,5134.12,430.65
2266,5140.54,429.79
2266.8,5146.95,429.25
2267.6,5153.65,428.44
2268.5,5160.61,427.37
2269.3,5167.21,426.3
2270.1,5173.63,425.23
2271,5180.05,424.58
2271.8,5186.46,424.04
2272.6,5192.88,423.02
2273.5,5199.28,421.97
2274.3,5205.16,421.44
2275.2,5211.14,420.81
2276,5217.55,419.74
2276.8,5223.81,418.67
2277.7,5229.69,417.6
2278.5,5236.04,416.53
2279.3,5243,415.46
2280.2,5249.95,414.39
2281,5256.9,413.32
2281.8,5263.48,412.25
2282.7,5269.9,411.18
2283.5,5276.32,410.56
2284.3,5282.74,410.02
2285.2,5288.64,409.49
2286,5294.57,408.95
2286.9,5300.99,408.42
2287.7,5307.41,407.88
2288.5,5313.83,407.35
2289.4,5320.62,406.44
2290.2,5328.11,404.83
2291,5335.08,403.23
2291.9,5341.5,401.63
2292.7,5348.24,400.35
2293.5,5355.2,399.28
2294.4,5361.36,398.21
2295.2,5367.24,397.14
2296,5373.59,395.6
2296.9,5380.01,394
2297.7,5385.89,392.93
2298.6,5391.77,391.86
2299.4,5397.66,390.79
2300.2,5403.68,389.72
2301.1,5410.1,388.65
2301.9,5416.52,387.58
2302.7,5422.93,386.51
2303.6,5429.35,385.44
2304.4,5435.77,384.37
2305.2,5442.19,383.3
2306.1,5448.61,382.23
2306.9,5455.03,380.74
2307.7,5461.44,379.14
2308.6,5467.37,378.02
2309.4,5473.3,376.93
2310.3,5480.26,375.33
2311.1,5487.12,373.81
2311.9,5493.53,372.74
2312.8,5499.95,371.51
2313.6,5506.37,369.91
2314.4,5512.56,368.3
2315.3,5518.44,366.7
2316.1,5524.32,365.4
2316.9,5530.21,364.33
2317.8,5536.46,362.88
2318.6,5542.88,361.28
2319.4,5549.3,359.68
2320.3,5555.72,358.07
2321.1,5562.13,356.98
2321.9,5568.6,355.86
2322.8,5575.55,354.26
2323.6,5582.62,352.65
2324.5,5590.11,351.05
2325.3,5597.04,349.63
2326.1,5602.92,348.56
2327,5609.06,346.98
2327.8,5615.48,344.84
2328.6,5621.9,343.35
2329.5,5628.32,342.28
2330.3,5634.34,340.82
2331.1,5640.22,339.21
2332,5646.57,337.14
2332.8,5652.99,335
2333.7,5658.87,333.4
2334.5,5664.89,331.73
2335.3,5671.85,329.59
2336.2,5678.8,327.58
2337,5685.75,325.98
2337.8,5692.29,324.17
2338.7,5698.17,322.03
2339.5,5704.33,320.17
2340.3,5710.75,318.56
2341.2,5717.17,316.61
2342,5723.59,314.47
2342.8,5730.01,312.75
2343.7,5736.42,311.14
2344.5,5743.82,309.05
2345.3,5751.26,306.93
2346.2,5757.68,305.33
2347,5764.1,303.63
2347.9,5770.51,301.5
2348.7,5776.77,299.52
2349.5,5782.65,297.91
2350.4,5789.23,295.62
2351.2,5796.72,292.41
2352,5803.91,289.8
2352.9,5810.86,287.66
2353.7,5817.81,285.52
2354.5,5824.76,283.38
2355.4,5831.72,281.24
2356.2,5838.67,279.1
2357,5845.11,276.45
2357.9,5851.53,273.82
2358.7,5857.95,271.68
2359.6,5864.25,269.54
2360.4,5870.14,267.4
2361.2,5876.2,265.27
2362.1,5882.62,263.13
2362.9,5889.29,260.48
2363.7,5896.25,257.27
2364.6,5902.88,254.06
2365.4,5909.3,250.85
2366.2,5915.71,248.04
2367.1,5922.13,245.36
2367.9,5928.55,242.69
2368.8,5934.97,240.01
2369.6,5940.85,237.34
2370.4,5946.74,234.66
2371.3,5952.62,231.99
2372.1,5958.5,229.32
2372.9,5964.39,226.64
2373.8,5970.27,223.97
2374.6,5976.15,221.29
2375.4,5982.31,218.34
2376.3,5988.73,215.13
2377.1,5994.8,211.93
2377.9,6000.69,208.72
2378.8,6007.4,205.09
2379.6,6014.35,201.35
2380.5,6020.82,198.09
2381.3,6027.24,194.86
2382.1,6033.66,191.12
2383,6040.08,187.37
2383.8,6046.49,183.63
2384.6,6052.91,179.72
2385.5,6059.33,175.45
2386.3,6065.98,171.4
2387.1,6072.93,167.65
2388,6079.59,163.61
2388.8,6086,159.33
2389.6,6092.42,154.68
2390.5,6098.84,149.87
2391.3,6105.26,144.18
2392.2,6111.68,138.3
2393,6117.59,133.43
2393.8,6123.47,128.57
2394.7,6129.35,123.22
2395.5,6135.46,117.31
2396.3,6142.41,109.29
2397.2,6149,102.73
2398,6154.89,98.98
2398.8,6161.27,90.45
2399.7,6168.23,76.55
2400.7,6174.21,73.57
2401.9,6179.56,77.85
2403.2,6185.3,82.13
2404.4,6191.19,86.41
2405.6,6196.15,90.23
2406.8,6200.96,93.97
2408,6206.84,97.71
2409.2,6212.59,101.39
2410.4,6217.4,104.6
2411.6,6222.35,107.68
2412.8,6227.7,110.35
2414.1,6232.84,113.02
2415.3,6237.66,115.7
2416.5,6242.74,118.65
2417.7,6248.09,121.86
2418.9,6253.44,124.72
2420.1,6258.79,127.39
2421.3,6263.72,129.66
2422.5,6268.54,131.79
2423.8,6273.83,133.93
2425,6279.17,136.09
2426.2,6283.98,138.77
2427.4,6288.88,141.35
2428.6,6294.23,143.49
2429.8,6299.58,145.63
2431,6304.93,147.77
2432.2,6310.27,149.68
2433.4,6315.62,151.29
2434.7,6320.97,153.19
2435.9,6326.32,155.33
2437.1,6331.3,157.47
2438.3,6336.11,159.61
2439.5,6341.36,161.31
2440.7,6346.71,162.91
2441.9,6352.06,164.52
2443.1,6357.37,166.16
2444.4,6362.18,168.3
2445.6,6367.22,170.33
2446.8,6373.1,171.94
2448,6378.8,173.54
2449.2,6384.15,175.15
2450.4,6389.25,176.75
2451.6,6394.06,178.35
2452.8,6399.2,179.96
2454,6404.55,181.56
2455.3,6409.89,183.17
2456.5,6415.24,184.77
2457.7,6420.13,186.38
2458.9,6424.95,187.98
2460.1,6430.29,189.06
2461.3,6435.64,190.19
2462.5,6440.99,191.8
2463.7,6446.33,193.4
2465,6451.68,195
2466.2,6457.03,196.41
2467.4,6462.38,197.48
2468.6,6467.45,198.82
2469.8,6472.27,200.42
2471,6477.42,201.68
2472.2,6482.77,202.75
2473.4,6488.12,203.82
2474.7,6493.47,204.89
2475.9,6498.34,206.45
2477.1,6503.17,208.03
2478.3,6508.52,209.1
2479.5,6513.86,210.17
2480.7,6519.21,211.24
2481.9,6524.4,212.31
2483.1,6529.22,213.38
2484.3,6534.48,214.68
2485.6,6540.37,216.28
2486.8,6545.95,217.59
2488,6551.3,218.66
2489.2,6556.65,219.73
2490.4,6562,220.8
2491.6,6566.91,221.87
2492.8,6571.73,222.94
2494,6577.05,224.01
2495.3,6582.39,225.04
2496.5,6587.74,225.57
2497.7,6593.09,226.33
2498.9,6598.44,227.93
2500.1,6603.61,229.18
2501.3,6608.42,229.71
2502.5,6613.48,230.5
2503.7,6618.83,231.57
2504.9,6624.18,232.64
2506.2,6629.53,233.71
2507.4,6634.88,234.78
2508.6,6640.23,235.85
2509.8,6645.12,236.46
2511,6649.93,236.99
2512.2,6655.8,238.05
2513.4,6661.62,239.12
2514.6,6666.97,240.19
2515.9,6672.32,241.26
2517.1,6677.67,242.33
2518.3,6683.01,243.2
2519.5,6688.36,243.74
2520.7,6693.44,244.27
2521.9,6698.25,244.81
2523.1,6703.41,245.68
2524.3,6708.76,246.75
2525.5,6714.1,247.82
2526.8,6719.45,248.89
2528,6724.32,249.48
2529.2,6729.14,250.02
2530.4,6733.95,250.55
2531.6,6738.85,251.17
2532.8,6744.2,252.24
2534,6749.54,253.15
2535.2,6754.89,253.69
2536.5,6760.24,254.22
2537.7,6765.59,254.76
2538.9,6770.94,255.59
2540.1,6776.29,256.66
2541.3,6781.63,257.36
2542.5,6786.98,257.9
2543.7,6792.33,258.87
2544.9,6797.68,259.94
2546.1,6802.53,260
2547.4,6807.38,260.08
2548.6,6812.73,261.15
2549.8,6817.97,262.11
2551,6822.78,262.64
2552.2,6827.59,263.18
2553.4,6832.41,263.71
2554.6,6837.71,264.25
2555.8,6843.6,264.78
2557.1,6849.16,265.32
2558.3,6854.51,265.85
2559.5,6859.86,266.39
2560.7,6865.21,266.92
2561.9,6871.01,267.91
2563.1,6876.9,268.98
2564.3,6882.26,269.53
2565.5,6887.6,270.06
2566.7,6892.95,270.6
2568,6898.3,271.13
2569.2,6903.65,271.66
2570.4,6909.2,272.2
2571.6,6915.08,272.73
2572.8,6920.42,273.27
2574,6925.24,273.8
2575.2,6930.05,274.34
2576.4,6934.87,274.87
2577.6,6940.09,275
2578.9,6945.44,275
2580.1,6950.31,275.48
2581.3,6955.15,276.01
2582.5,6961.03,276.55
2583.7,6966.75,277.08
2584.9,6971.56,277.62
2586.1,6976.68,278.15
2587.3,6982.56,278.69
2588.6,6988,279.22
2589.8,6992.82,279.76
2591,6997.92,280
2592.2,7003.27,280
2593.4,7008.62,280.36
2594.6,7013.97,280.9
2595.8,7018.88,281.43
2597,7023.7,281.97
2598.2,7029.01,282.5
2599.5,7034.36,283
2600.7,7039.71,283
2601.9,7045.06,283.11
2603.1,7050.41,283.64
2604.3,7055.75,284.18
2605.5,7061.1,284.71
2606.7,7066.45,285.25
2607.9,7071.8,285.78
2609.2,7077.15,286
2610.4,7082.5,286
2611.6,7087.46,286.38
2612.8,7092.27,286.92
2614,7097.54,287
2615.2,7102.89,287
2616.4,7107.71,287.52
2617.6,7112.59,288
2618.9,7117.94,288
2620.1,7123.28,288.13
2621.3,7128.63,288.66
2622.5,7133.78,289
2623.7,7138.6,289
2624.9,7143.68,289.27
2626.1,7149.03,289.8
2627.3,7154.37,290
2628.5,7159.72,290
2629.8,7165.07,290.41
2631,7170.42,290.94
2632.2,7175.77,291
2633.4,7181.12,291.01
2634.6,7186.47,291.55
2635.8,7191.81,292
2637,7197.16,292
2638.2,7202.51,292
2639.5,7207.86,292
2640.7,7213.21,292.22
2641.9,7218.56,292.76
2643.1,7224.19,293
2644.3,7230.08,293
2645.5,7234.88,293
2646.7,7239.16,293
2647.9,7244.3,293.43
2649.1,7249.65,293.96
2650.4,7254.5,294
2651.6,7259.34,294
2652.8,7264.69,294
2654,7270.04,294
2655.2,7275.39,294
2656.4,7280.74,294.17
2657.6,7286.09,294.71
2658.8,7291.43,295
2660.1,7296.78,295
2661.3,7302.13,295
2662.5,7307.48,295
2663.7,7312.45,295
2664.9,7317.26,295
2666.1,7322.07,295
2667.3,7326.89,295
2668.5,7332.22,295
2669.7,7337.63,295.06
2671,7343.51,295.59
2672.2,7349.27,296
2673.4,7354.62,296
2674.6,7359.77,296
2675.8,7364.58,296
2677,7369.66,296
2678.2,7375.01,296
2679.4,7380.36,296
2680.7,7385.71,296
2681.9,7390.65,296
2683.1,7395.46,296
2684.3,7400.75,296
2685.5,7406.1,296
2686.7,7411.45,296
2687.9,7416.8,296
2689.1,7422.15,296
2690.3,7427.49,296
2691.6,7432.84,296
2692.8,7438.19,296
2694,7443.54,296
2695.2,7448.89,296
2696.4,7454.24,296
2697.6,7459.23,296
2698.8,7464.04,296
2700,7469.28,296
2701.3,7474.63,296
2702.5,7479.48,296
2703.7,7484.33,295.97
2704.9,7489.68,295.43
2706.1,7495.02,295
2707.3,7500.37,295
2708.5,7505.72,295
2709.7,7511.07,295
2710.9,7516.42,295
2712.2,7521.77,295
2713.4,7527.11,295
2714.6,7532.46,295
2715.8,7537.81,295
2717,7543.16,295
2718.2,7548.06,294.55
2719.4,7552.87,294.01
2720.6,7558.21,294
2721.9,7563.55,294
2723.1,7568.9,294
2724.3,7574.25,294
2725.5,7579.6,294
2726.7,7584.95,293.81
2727.9,7590.3,293.27
2729.1,7595.64,293
2730.3,7600.99,293
2731.5,7606.34,293
2732.8,7611.69,293
2734,7617.04,292.6
2735.2,7622.39,292.06
2736.4,7627.26,292
2737.6,7632.08,291.99
2738.8,7637.43,291.46
2740,7642.78,291
2741.2,7648.13,291
2742.4,7653.33,291
2743.7,7658.14,291
2744.9,7663.39,290.78
2746.1,7669.27,290.25
2747.3,7674.87,290
2748.5,7680.22,290
2749.7,7685.21,289.64
2750.9,7690.02,289.11
2752.1,7695.26,289
2753.4,7700.61,289
2754.6,7705.96,288.5
2755.8,7711.31,288
2757,7716.66,288
2758.2,7721.91,287.9
2759.4,7726.72,287.36
2760.6,7731.7,287
2761.8,7737.05,287
2763,7742.4,286.76
2764.3,7747.75,286.23
2765.5,7752.79,286
2766.7,7757.6,286
2767.9,7762.79,285.62
2769.1,7768.14,285.09
2770.3,7773.49,284.55
2771.5,7778.84,284.02
2772.7,7784.19,284
2774,7789.54,283.95
2775.2,7794.89,283.41
2776.4,7800.23,282.88
2777.6,7805.58,282.34
2778.8,7810.74,282
2780,7815.55,282
2781.2,7820.63,281.74
2782.4,7825.98,281.2
2783.6,7831.32,280.67
2784.9,7836.67,280.13
2786.1,7842.02,279.6
2787.3,7847.37,279.06
2788.5,7852.72,278.53
2789.7,7858.07,277.99
2790.9,7863.42,277.46
2792.1,7868.76,276.92
2793.3,7874.11,276.39
2794.6,7879.31,276
2795.8,7884.13,276
2797,7889.16,275.78
2798.2,7894.51,275.25
2799.4,7899.57,274.71
2800.6,7904.38,274.18
2801.8,7909.55,273.64
2803,7914.9,273.11
2804.2,7920.25,272.58
2805.5,7925.6,272.04
2806.7,7930.94,271.51
2807.9,7936.26,270.97
2809.1,7941.08,270.44
2810.3,7945.89,269.9
2811.5,7950.7,269.37
2812.7,7955.69,268.83
2813.9,7961.04,268.3
2815.2,7966.62,267.76
2816.4,7972.51,267.23
2817.6,7978.08,266.69
2818.8,7983.43,266.16
2820,7988.78,265.62
2821.2,7994.13,265.09
2822.4,7999.03,264.11
2823.6,8003.84,263.04
2824.8,8009.17,262.48
2826.1,8014.52,261.95
2827.3,8019.87,261.41
2828.5,8025.34,260.88
2829.7,8031.22,260.34
2830.9,8036.72,259.81
2832.1,8041.54,259.27
2833.3,8046.61,258.74
2834.5,8051.96,258.2
2835.8,8056.98,257.34
2837,8061.79,256.27
2838.2,8067.41,255.6
2839.4,8073.29,255.06
2840.6,8078.23,254.53
2841.8,8083.05,253.99
2843,8088.4,252.92
2844.2,8093.75,251.93
2845.4,8099.1,251.39
2846.7,8104.3,250.86
2847.9,8109.11,250.32
2849.1,8114.14,249.57
2850.3,8119.49,248.5
2851.5,8124.84,247.72
2852.7,8130.19,247.18
2853.9,8135.18,246.29
2855.1,8139.99,245.22
2856.4,8145.23,244.58
2857.6,8150.58,244.04
2858.8,8155.93,243.01
2860,8161.28,241.94
2861.2,8166.63,240.87
2862.4,8171.97,239.81
2863.6,8177.32,238.74
2864.8,8182.67,237.83
2866,8188.02,237.3
2867.3,8193.37,236.53
2868.5,8198.72,235.46
2869.7,8203.76,234.69
2870.9,8208.57,234.16
2872.1,8213.39,233.25
2873.3,8218.2,232.18
2874.5,8223.46,231.11
2875.7,8228.81,230.04
2877,8234.67,228.97
2878.2,8240.5,227.9
2879.4,8245.85,226.83
2880.6,8251.2,225.76
2881.8,8256.55,224.69
2883,8261.9,223.62
2884.2,8267.25,222.55
2885.4,8272.59,221.48
2886.6,8277.94,220.41
2887.9,8282.96,219.34
2889.1,8287.78,218.27
2890.3,8292.59,216.8
2891.5,8297.4,215.2
2892.7,8302.68,214.06
2893.9,8308.03,212.99
2895.1,8312.84,211.92
2896.3,8317.73,210.85
2897.6,8323.08,209.78
2898.8,8328.43,208.71
2900,8333.78,207.64
2901.2,8338.91,206.36
2902.4,8343.73,204.76
2903.6,8348.82,203.44
2904.8,8354.17,202.37
2906,8359.87,201.3
2907.2,8365.75,200.23
2908.5,8371.21,198.74
2909.7,8376.56,197.13
2910.9,8382.4,195.53
2912.1,8388.26,193.92
2913.3,8393.61,192.32
2914.5,8398.86,190.81
2915.7,8403.67,189.74
2916.9,8408.65,188.5
2918.2,8414,186.9
2919.4,8419.12,185.29
2920.6,8423.93,183.69
2921.8,8428.74,182.39
2923,8433.56,181.32
2924.2,8438.74,179.88
2925.4,8444.09,178.27
2926.6,8449.44,176.67
2927.8,8454.79,175.06
2929.1,8460.14,172.94
2930.3,8465.49,170.85
2931.5,8470.84,169.25
2932.7,8476.18,167.76
2933.9,8481.53,166.69
2935.1,8486.69,165.25
2936.3,8491.51,163.11
2937.5,8496.84,160.97
2938.8,8502.72,158.83
2940,8507.95,157.02
2941.2,8512.76,155.41
2942.4,8517.97,153.41
2943.6,8523.32,151.27
2944.8,8528.2,149.13
2946,8533.02,146.99
2947.2,8538.37,144.85
2948.4,8543.71,142.64
2949.7,8549.06,139.97
2950.9,8554.41,137.44
2952.1,8559.76,135.3
2953.3,8565.11,132.95
2954.5,8570.46,130.27
2955.7,8575.52,127.6
2956.9,8580.34,124.92
2958.1,8585.85,122.25
2959.4,8591.73,119.58
2960.6,8597.2,116.9
2961.8,8602.55,114.23
2963,8607.41,111.06
2964.2,8612.24,107.85
2965.4,8617.59,104.64
2966.6,8622.94,101.44
2967.8,8628.29,98.23
2969,8633.64,94.85
2970.3,8638.99,91.11
2971.5,8644.33,87.13
2972.7,8649.68,82.85
2973.9,8655.03,78.58
2975.1,8660.38,74.3
2976.3,8665.73,69.27
2977.5,8671.08,63.92
2978.7,8677.31,58.13
2980,8683.73,52.25
2981.3,8688.1,55.07
2982.6,8692.33,58.33
2984,8696.07,62.07
2985.3,8699.93,65.58
2986.6,8704.21,68.26
2988,8708.3,71.12
2989.3,8712.05,74.33
2990.6,8715.79,77.02
2992,8719.54,79.16
2993.3,8723.28,81.3
2994.7,8727.02,83.44
2996,8731.16,85.58
2997.3,8735.44,87.72
2998.7,8739.72,90.33
3000,8744,93
